,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
4254,A-4255,3,2018-06-22 05:33:13,2018-06-22 11:33:13,37.53273,-77.355528,37.53162,-77.362661,0.398,At Laburnum Ave/Exit 195 - Accident. Lane blocked.,,I-64 W,R,Henrico,Henrico,VA,23231,US,US/Eastern,KRIC,2018-06-22 05:34:00,75.0,,90.0,29.77,3.0,East,11.5,2.04,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
4255,A-4256,2,2018-04-25 10:09:44,2018-04-25 11:09:31,32.741253,-96.844193,32.741253,-96.844193,0.0,Accident on Edgefield Ave at 12th St.,1351.0,W 12th St,R,Dallas,Dallas,TX,75208,US,US/Central,KRBD,2018-04-25 10:13:00,63.0,,65.0,30.13,10.0,North,23.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4256,A-4257,3,2017-08-11 07:24:45,2017-08-11 13:24:45,25.62894,-80.34115,25.62894,-80.34115,0.0,At SR-992/Coral Reef Dr/152nd St - Accident.,15196.0, S Dixie Hwy,R,Miami,Miami-Dade,FL,33176,US,US/Eastern,KTMB,2017-08-11 07:53:00,80.1,,81.0,30.08,10.0,ENE,3.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4257,A-4258,2,2018-11-21 14:14:20,2018-11-21 14:44:07,31.789406,-106.398346,31.789406,-106.398346,0.0,Accident on Robert E Lee Rd at US-180 Montana Ave.,,Robert E Lee Rd,R,El Paso,El Paso,TX,79925,US,US/Mountain,KELP,2018-11-21 13:51:00,63.0,,35.0,30.07,10.0,Calm,,,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
4258,A-4259,2,2020-09-24 15:14:13.000000000,2020-09-24 17:55:02.000000000,36.161166,-86.784836,36.158426,-86.79060600000003,0.373,Incident on CHURCH ST near 10TH AVE Expect long delays.,907.0, Church St,L,Nashville,Davidson,TN,37203-3417,US,US/Central,KBNA,2020-09-24 15:33:00,66.0,66.0,78.0,29.3,10.0,ENE,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4259,A-4260,2,2020-03-17 11:15:43,2020-03-17 12:35:09,41.11758,-96.023689,41.11758,-96.023689,0.0,Accident on 72nd St at Capehart Rd.,,Capehart Rd,R,Papillion,Sarpy,NE,68133,US,US/Central,KOFF,2020-03-17 10:56:00,41.0,38.0,64.0,29.2,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4260,A-4261,2,2016-12-06 14:47:58,2016-12-06 20:47:58,33.77425,-118.07798,33.77425,-118.077974,0.0,At Seal Beach Blvd/Exit 22 - Accident.,,San Diego Fwy S,R,Seal Beach,Orange,CA,90740,US,US/Pacific,KSLI,2016-12-06 14:58:00,62.8,,65.0,29.96,10.0,SW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4261,A-4262,2,2018-01-08 07:51:57,2018-01-08 08:36:38,27.442589,-82.58764599999998,27.442589,-82.58764599999998,0.0,Accident on 26th St at 56th Ave.,5605.0,26th St W,L,Bradenton,Manatee,FL,34207-3516,US,US/Eastern,KSRQ,2018-01-08 07:53:00,55.0,,89.0,30.16,10.0,East,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4262,A-4263,2,2018-02-21 12:35:02,2018-02-21 18:35:02,33.177065,-117.351274,33.177065,-117.351274,0.0,At I-5/San Diego Fwy - Accident.,,CA-78 W,R,Oceanside,San Diego,CA,92054,US,US/Pacific,KOKB,2018-02-21 12:52:00,57.0,,49.0,30.12,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4263,A-4264,3,2019-03-13 17:50:20,2019-03-13 18:18:27,33.75544,-84.46677,33.758571999999994,-84.473672,0.452,Between GA-280/Exit 52 and I-285/Exit 51 - Accident.,,GA-402 W,R,Atlanta,Fulton,GA,30314,US,US/Eastern,KFTY,2019-03-13 17:53:00,69.1,,36.0,30.13,10.0,SE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4264,A-4265,3,2020-04-21 15:59:08,2020-04-21 16:29:08,41.54673,-93.95898,41.54673,-93.95898,0.0,At US-169/Exit 110 - Accident. Left lane blocked.,,I-80 W,R,Adel,Dallas,IA,50003,US,US/Central,KPRO,2020-04-21 15:55:00,64.0,64.0,20.0,28.91,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4265,A-4266,2,2019-07-12 18:47:17,2019-07-12 20:02:03,40.444065,-80.002762,40.444065,-80.002762,0.0,Accident on Fort Duquesne Blvd Southbound at 6th St.,,6th St,R,Pittsburgh,Allegheny,PA,15222,US,US/Eastern,KAGC,2019-07-12 18:53:00,79.0,,60.0,28.59,10.0,,,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
4266,A-4267,2,2017-03-25 14:37:56,2017-03-25 15:22:24,34.039394,-118.080559,,,0.01,Accident on CA-60 Eastbound at Exit 9 Town Center Dr.,,CA-60 E,R,Rosemead,Los Angeles,CA,91770,US,US/Pacific,KEMT,2017-03-25 13:45:00,71.6,,46.0,30.07,10.0,South,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4267,A-4268,3,2018-11-07 06:51:54,2018-11-07 07:20:06,42.356804,-71.18528,,,1.62000000477,Accident on entry ramp to I-90 Westbound from Washington St.,,I-90 W,R,Newton,Middlesex,MA,02458,US,US/Eastern,KBOS,2018-11-07 06:54:00,55.0,,67.0,29.87,10.0,WSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4268,A-4269,3,2017-03-22 15:20:04,2017-03-22 15:49:35,42.490555,-83.116127,,,0.01,Queueing traffic left lane blocked and left hand shoulder blocked due to accident on I-75 Northbound at 11 Mile Rd.,,E 11 Mile Rd,R,Royal Oak,Oakland,MI,48067,US,US/Eastern,KVLL,2017-03-22 15:14:00,33.8,28.6,31.0,30.56,10.0,NE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4269,A-4270,3,2017-03-26 09:22:25,2017-03-26 09:50:53,37.815994,-121.294266,,,0.01,Exit ramp lane blocked due to accident on I-5 Southbound at Exit 462 Louise Ave.,,I-5 S,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2017-03-26 08:55:00,52.0,,86.0,30.11,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4270,A-4271,2,2019-07-09 17:42:01,2019-07-09 19:19:42,38.64732,-121.478157,38.64732,-121.478157,0.0,Lane blocked due to accident on Market Blvd Eastbound at Freeway Blvd.,700.0,N Market Blvd,R,Sacramento,Sacramento,CA,95834-1206,US,US/Pacific,KMCC,2019-07-09 17:45:00,86.0,86.0,31.0,29.85,10.0,SW,13.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4271,A-4272,2,2018-02-07 05:31:09,2018-02-07 06:00:37,30.093796,-82.651772,30.093796,-82.651772,0.0,Accident on Wester Dr at Bunn Dr.,1600.0,SW Wester Dr,L,Lake City,Columbia,FL,32024-1807,US,US/Eastern,KLCQ,2018-02-07 05:35:00,59.0,,100.0,30.21,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4272,A-4273,2,2016-06-30 08:13:38,2016-06-30 14:13:38,36.12979,-115.1356,36.12977,-115.13831,0.151,Between Cayuga Pkwy and S Maryland Pky - Accident.,1302.0, E Desert Inn Rd,L,Las Vegas,Clark,NV,89169-2410,US,US/Pacific,KLAS,2016-06-30 07:56:00,91.0,,25.0,29.8,10.0,ENE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4273,A-4274,3,2017-01-13 17:26:01,2017-01-13 18:10:47,42.667244,-73.73311600000002,,,0.01,Shoulder blocked on exit ramp due to accident on I-90 Eastbound at Exit 6A Patroon Island Bridge.,,I-787 N,R,Albany,Albany,NY,12204,US,US/Eastern,KALB,2017-01-13 17:51:00,28.9,18.6,45.0,30.65,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
4274,A-4275,2,2018-12-14 06:40:05,2018-12-14 07:09:52,38.63155,-75.745598,38.63155,-75.745598,0.0,Accident on MD-392 Finchville Reliance Rd at Church Home Rd.,5698.0,Finchville Reliance Rd,L,Federalsburg,Dorchester,MD,21632-1752,US,US/Eastern,KCGE,2018-12-14 06:40:00,37.4,,100.0,30.41,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
4275,A-4276,3,2018-11-02 13:00:53,2018-11-02 13:30:51,38.50728400000001,-90.350197,38.50728400000001,-90.350197,0.0,At I-55/I-255/Exit 1 - Accident. Right lane blocked.,,I-270 S,R,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,2018-11-02 12:53:00,54.0,,75.0,29.87,10.0,ESE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4276,A-4277,3,2017-08-03 12:57:36,2017-08-03 18:57:36,28.95509,-80.95298000000003,28.94692,-80.94918,0.609,At SR-442/Exit 244 - Accident.,,I-95 S,R,New Smyrna Beach,Volusia,FL,32168,US,US/Eastern,KEVB,2017-08-03 12:47:00,91.4,,59.0,30.14,10.0,West,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4277,A-4278,1,2020-06-22 08:15:26,2020-06-22 09:05:24,33.19874,-111.6128,33.19874,-111.6128,0.0,At N Ellsworth Rd - Overturned heavy truck.,35899.0, N Thompson Rd,R,Queen Creek,Pinal,AZ,85142,US,US/Mountain,KIWA,2020-06-22 07:50:00,82.0,82.0,16.0,28.46,10.0,ESE,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4278,A-4279,2,2019-05-16 20:18:24,2019-05-16 21:18:42,37.33754,-122.04142,37.33754,-122.04142,0.0,Accident on Homestead Rd at Stelling Rd.,,Hollenbeck Ave,R,Sunnyvale,Santa Clara,CA,94087,US,US/Pacific,KNUQ,2019-05-16 19:56:00,55.0,55.0,77.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
4279,A-4280,2,2020-12-10 11:56:00,2020-12-10 13:58:49,38.740906,-121.223752,38.741785,-121.222248,0.101,Incident on DOUGLAS BLVD EB near SIERRA COLLEGE BLVD Expect delays.,8769.0, Sierra College Blvd,R,Granite Bay,Placer,CA,95746,US,US/Pacific,KMCC,2020-12-10 11:45:00,57.0,57.0,38.0,29.91,10.0,CALM,0.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4280,A-4281,2,2020-06-13 19:05:00,2020-06-13 20:36:29,47.70488,-122.32958,47.70862,-122.32978,0.259,At 1st Ave/Northgate Way/Exit 173 - Accident. Heavy rain.,,I-5 N,R,Seattle,King,WA,98125,US,US/Pacific,KBFI,2020-06-13 18:53:00,59.0,59.0,,29.91,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Night
4281,A-4282,3,2019-11-19 23:59:52,2019-11-20 03:33:07,34.083221,-118.228363,,,1.01999998093,Entry ramp to I-5 Northbound from CA-110 Northbound lane blocked due to accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2019-11-19 23:56:00,64.0,64.0,70.0,29.33,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4282,A-4283,2,2016-09-04 08:08:25,2016-09-04 14:08:25,40.72948,-113.1211,40.73295,-113.10848,0.703,At Exit 49 - Accident.,,I-80 E,R,Wendover,Tooele,UT,84083,US,US/Mountain,KENV,2016-09-04 08:15:00,64.4,,32.0,29.77,10.0,NNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4283,A-4284,2,2017-07-31 06:28:51,2017-07-31 12:28:51,35.172059999999995,-111.65248,35.17306,-111.6648,0.6990000000000001,At I-17/Exit 195 - Accident.,,Purple Heart Trail,R,Flagstaff,Coconino,AZ,86005,US,US/Mountain,KFLG,2017-07-31 06:57:00,62.1,,80.0,30.07,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4284,A-4285,3,2018-02-07 18:55:00,2018-02-08 00:55:00,27.85578,-82.34688,27.84738,-82.34716800000002,0.581,At Gibsonton Dr/Exit 250 - Accident.,,I-75 S,R,Gibsonton,Hillsborough,FL,33534,US,US/Eastern,KTPF,2018-02-07 18:55:00,73.4,,83.0,30.21,10.0,West,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
4285,A-4286,2,2019-02-26 08:44:11,2019-02-26 09:13:36,32.816528000000005,-96.809113,32.816528000000005,-96.809113,0.0,Accident on Douglas Ave at Bowser Ave.,3519.0,Douglas Ave,L,Dallas,Dallas,TX,75219,US,US/Central,KDAL,2019-02-26 08:53:00,54.0,,75.0,30.21,10.0,SE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4286,A-4287,2,2019-06-06 08:20:24,2019-06-06 08:49:43,33.85018,-118.20532,33.84743,-118.20553,0.19,At Del Amo Blvd - Accident. Center lane blocked.,,Long Beach Fwy S,R,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2019-06-06 07:53:00,62.0,62.0,86.0,29.88,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4287,A-4288,4,2017-09-14 07:54:14,2017-09-14 13:54:14,34.20454,-82.89169100000002,34.225831,-82.89532,1.486,Closed at Bowman - Road closed due to accident.,2287.0, Hartwell Hwy,L,Elberton,Elbert,GA,30635-3410,US,US/Eastern,K27A,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4288,A-4289,3,2020-06-25 09:01:30,2020-06-25 09:16:30,41.98379,-87.84642,41.98225,-87.80286,2.24,Between River Rd Toll Plaza and IL-43/Harlem Ave/81A - Accident.,,N East River Rd,R,Chicago,Cook,IL,60631,US,US/Central,KORD,2020-06-25 08:51:00,73.0,73.0,49.0,29.24,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4289,A-4290,3,2019-05-31 17:54:59,2019-05-31 18:53:36,30.445475,-91.179199,30.445475,-91.179199,0.0,Accident on I-10 Westbound at I-110 Exit 1.,,I-110 N,R,Baton Rouge,East Baton Rouge,LA,70802,US,US/Central,KBTR,2019-05-31 17:53:00,88.0,88.0,53.0,29.82,10.0,WSW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4290,A-4291,3,2019-03-25 08:53:05,2019-03-25 10:54:37,41.679836,-83.694237,41.679836,-83.694237,0.0,Right lane blocked due to accident on I-475 Southbound at Exit 14 US-23.,,I-475 N,R,Toledo,Lucas,OH,43615,US,US/Eastern,KDUH,2019-03-25 08:55:00,33.3,24.6,46.0,30.19,10.0,ENE,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4291,A-4292,2,2020-02-16 10:30:00,2020-02-16 14:02:57,43.67798,-93.48545,43.67798,-93.48545,0.0,At MN-109/CR-6/Exit 146 - Accident.,,I-90 W,R,Alden,Freeborn,MN,56009,US,US/Central,KAEL,2020-02-16 10:35:00,23.0,12.0,86.0,28.75,10.0,E,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4292,A-4293,3,2020-02-09 19:43:50,2020-02-09 20:11:23,38.8669,-76.95449,38.86584000000001,-76.95193,0.156,At Alabama Ave SE - Accident.,3439.0, Pennsylvania Ave SE,R,Washington,District of Columbia,DC,20020,US,US/Eastern,KWBC,2020-02-09 19:56:00,40.0,34.0,57.0,30.13,10.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4293,A-4294,2,2019-12-18 10:21:35,2019-12-18 13:10:06,38.012611,-122.002357,38.012611,-122.002357,0.0,#3 & #4 lane blocked due to accident on CA-4 Eastbound at Willow Pass Rd.,,CA-4 E,R,Concord,Contra Costa,CA,94519,US,US/Pacific,KCCR,2019-12-18 09:53:00,52.0,52.0,83.0,29.98,8.0,NW,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4294,A-4295,2,2017-04-18 11:34:14,2017-04-18 17:34:14,39.30031,-94.51035,39.29602,-94.51037,0.29600000000000004,At MO-291/Cookingham Dr/Exit 45 - Accident.,,I-435 E,R,Kansas City,Clay,MO,64156,US,US/Central,KMCI,2017-04-18 11:53:00,70.0,,71.0,30.02,10.0,South,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4295,A-4296,2,2020-10-26 04:53:09,2020-10-26 06:54:47,36.07004000000001,-86.698796,36.070238,-86.700771,0.111,Incident on HAYWOOD LN near EAST RIDGE DR Expect long delays.,237.0, Haywood Ln,L,Nashville,Davidson,TN,37211-5529,US,US/Central,KBNA,2020-10-26 04:53:00,57.0,57.0,87.0,29.44,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4296,A-4297,2,2020-06-17 11:14:00,2020-06-17 12:27:42,36.808059,-119.886623,36.808059,-119.886623,0.0,At Shaw Ave - Accident.,,Highway 99,R,Fresno,Fresno,CA,93722,US,US/Pacific,KFAT,2020-06-17 10:53:00,72.0,72.0,43.0,29.6,10.0,WNW,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4297,A-4298,2,2020-11-26 01:46:00,2020-11-26 03:21:52,30.593644,-87.161325,30.5952,-87.161187,0.108,Incident on FLORIDATOWN RD near HICKS LN Drive with caution.,4322.0, Floridatown Rd,R,Milton,Santa Rosa,FL,32571-1839,US,US/Central,KNDZ,2020-11-26 01:56:00,70.0,70.0,97.0,29.87,3.0,SSW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4298,A-4299,2,2017-06-06 07:05:52,2017-06-06 07:35:42,42.286602,-71.090675,,,0.019999999553,Accident on MA-28 Blue Hill Ave at Wilcock St.,,Wilcock St,R,Dorchester Center,Suffolk,MA,02124,US,US/Eastern,KMQE,2017-06-06 06:56:00,48.0,,96.0,29.81,,ENE,21.9,0.07,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4299,A-4300,2,2017-06-30 12:16:01,2017-06-30 12:45:36,34.105751,-82.598404,34.105751,-82.598404,0.0,Accident on Anderson St at SC-81.,999.0,Anderson St,L,Calhoun Falls,Abbeville,SC,29628-1029,US,US/Eastern,K27A,2017-06-30 12:15:00,81.0,81.0,100.0,29.43,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4300,A-4301,3,2017-12-28 09:59:22,2017-12-28 10:58:54,37.245098,-76.636627,37.245098,-76.636627,0.0,Lane closed due to accident on I-64 Westbound at Exits 243A 243B US-60 Pocahontas Trl.,,I-64 W,R,Williamsburg,York,VA,23185,US,US/Eastern,KJGG,2017-12-28 09:55:00,23.0,13.9,50.0,30.67,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4301,A-4302,2,2020-12-28 16:22:00,2020-12-28 19:45:33,36.268604,-119.365414,36.294844,-119.382894,2.0580000000000003,NB 99 1- 1.5 MI JSO AVE 280. A67-006 DRVR IS 97 OCCURD AT 0645 THIS MORNING HE IS 1023 FOR 1185,,CA-99 N,R,Tulare,Tulare,CA,93274,US,US/Pacific,KVIS,2020-12-28 15:56:00,57.0,57.0,53.0,29.54,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4302,A-4303,1,2020-06-29 02:57:16,2020-06-29 03:27:16,38.51929000000001,-122.65728,38.51929000000001,-122.65728,0.0,At Gates Rd - Accident. Hard shoulder blocked.,5799.0, Alpine Rd,R,Santa Rosa,Sonoma,CA,95404-9684,US,US/Pacific,KSTS,2020-06-29 02:53:00,55.0,55.0,83.0,29.6,8.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4303,A-4304,3,2019-06-30 19:42:21,2019-06-30 20:10:07,34.311664,-117.480583,34.31171,-117.47612,0.255,At I-15 - Accident.,8845.0, US Highway 138,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2019-06-30 19:50:00,82.0,82.0,26.0,28.74,7.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4304,A-4305,2,2020-12-25 09:48:00.000000000,2020-12-25 11:03:43.000000000,27.269386,-82.497667,27.269195,-82.49767,0.013,Incident on BENEVA RD near CLARK RD Drive with caution.,,Clark Rd,R,Sarasota,Sarasota,FL,34233,US,US/Eastern,KSRQ,2020-12-25 09:53:00,53.0,53.0,50.0,30.17,10.0,N,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4305,A-4306,2,2017-02-23 17:18:18,2017-02-23 17:48:04,39.657188,-84.15741700000002,,,0.01,Accident on OH-48 Far Hills Ave Southbound at Whipp Rd.,6109.0,Far Hills Ave,R,Dayton,Montgomery,OH,45459-1925,US,US/Eastern,KMGY,2017-02-23 16:53:00,68.0,,61.0,29.75,10.0,SSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4306,A-4307,2,2016-11-06 09:22:09,2016-11-06 09:51:56,37.605061,-122.413551,37.605061,-122.413551,0.0,Accident on Bertocchi Ln at Hacienda Way.,898.0,Hacienda Way,R,Millbrae,San Mateo,CA,94030-1152,US,US/Pacific,KSFO,2016-11-06 08:56:00,62.1,,86.0,30.11,8.0,NNW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4307,A-4308,3,2016-06-24 03:52:11,2016-06-24 09:52:11,33.895720000000004,-118.28631,33.888259999999995,-118.28578,0.516,At Redondo Beach Blvd - Accident.,,I-110 S,R,Gardena,Los Angeles,CA,90247,US,US/Pacific,KHHR,2016-06-24 03:53:00,64.9,,84.0,29.94,6.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4308,A-4309,2,2020-06-19 01:47:00,2020-06-19 05:00:38,46.75097,-92.10215,46.75097,-92.10215,0.0,At Minnesota/Wisconsin State Line - Accident.,,Blatnik Bridge,R,Duluth,St. Louis,MN,55802,US,US/Central,KDYT,2020-06-19 01:55:00,66.0,66.0,88.0,29.28,10.0,W,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4309,A-4310,3,2018-01-05 18:02:40,2018-01-05 18:47:29,42.705006,-71.21038100000001,42.705006,-71.21038100000001,0.0,Accident on I-93 Southbound after Exit 46 MA-110 Lowell St.,,I-93 N,R,Methuen,Essex,MA,01844,US,US/Eastern,KLWM,2018-01-05 17:54:00,9.0,-10.0,48.0,29.62,5.0,West,19.6,,Blowing Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
4310,A-4311,3,2018-10-02 06:33:58,2018-10-02 07:03:22,41.955456,-71.304367,41.955456,-71.304367,0.0,Accident on I-295 Northbound at I-95.,,I-95 S,R,Attleboro,Bristol,MA,02703,US,US/Eastern,KSFZ,2018-10-02 06:49:00,55.4,,94.0,30.26,2.0,ENE,5.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
4311,A-4312,2,2017-10-17 09:18:43,2017-10-17 09:48:29,39.951191,-75.04145799999998,39.951191,-75.04145799999998,0.0,Accident on County Hwy-616 Cove Rd at County Hwy-537 Maple Ave.,6500.0,Maple Ave,R,Pennsauken,Camden,NJ,08109-2827,US,US/Eastern,KPNE,2017-10-17 08:54:00,46.9,,61.0,30.38,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4312,A-4313,3,2016-04-20 16:18:33,2016-04-20 17:03:33,37.69022800000001,-122.086182,,,0.01,Accident on I-580 Westbound at I-580 Exit 35 / Strobridge Ave. On exit ramp.,21200.0,Hobert St,L,Castro Valley,Alameda,CA,94546-6246,US,US/Pacific,KHWD,2016-04-20 15:54:00,73.9,,29.0,29.95,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4313,A-4314,2,2018-02-19 13:00:47,2018-02-19 13:44:42,42.24054,-87.977089,42.24054,-87.977089,0.0,Queueing traffic and right lane closed due to accident on IL-60 Townline Rd Eastbound at Butterfield Rd.,,S Butterfield Rd,R,Vernon Hills,Lake,IL,60061,US,US/Central,KPWK,2018-02-19 12:57:00,46.0,44.8,100.0,29.77,0.8,SSE,3.5,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4314,A-4315,2,2016-12-07 15:21:07,2016-12-07 21:21:07,33.306795,-117.210358,33.31003,-117.204349,0.413,At Via Monserate - Accident.,2870.0, Highway 76,L,Fallbrook,San Diego,CA,92028-9317,US,US/Pacific,KNFG,2016-12-07 14:55:00,62.1,,67.0,30.08,7.0,SW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4315,A-4316,2,2020-04-28 12:44:11,2020-04-28 14:44:11,44.86461,-123.00737,44.86461,-123.00737,0.0,At Exit 249 - Accident.,,I-5 S,R,Salem,Marion,OR,97306,US,US/Pacific,KSLE,2020-04-28 12:56:00,66.0,66.0,63.0,29.98,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
